YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,11,10,2,DL,5801,N955XX,MIA,ATL,1723,1726,3,36,1802,206,247,191,1418,2113,20,2049,2133,12,0,0,,,,,,
2015,1,3,6,AS,5796,N154XX,LAS,DEN,1539,1550,11,36,1626,80,114,63,346,1729,15,1659,1744,3,0,0,,,,,,
2015,5,25,1,VX,9276,N101XX,DFW,SEA,2214,2219,5,26,2245,171,197,153,1068,118,18,105,136,5,0,0,,,,,,
2015,5,4,1,DL,1895,N453XX,JFK,DFW,743,749,6,24,813,194,195,164,1363,1057,7,1057,1104,7,0,0,,,,,,
2015,4,18,6,DL,3494,N278XX,LAS,JFK,1804,1804,0,37,1841,131,161,106,778,2027,18,2015,2045,-4,0,0,,,,,,
2015,6,1,1,AS,4092,N389XX,JFK,CLT,708,701,-7,36,737,282,298,253,1949,1150,9,1150,1159,-15,0,0,,,,,,
2015,4,6,1,DL,923,N146XX,SFO,SEA,2026,2017,-9,11,2028,60,65,38,258,2106,16,2126,2122,-17,0,0,,,,,,
2015,1,17,6,EV,6148,N831XX,DEN,JFK,1057,1054,-3,31,1125,309,341,291,2193,1616,19,1606,1635,-13,0,0,,,,,,
2015,5,12,2,NK,6184,N901XX,LAS,LAX,519,522,3,38,600,351,385,335,2548,1135,12,1110,1147,7,0,0,,,,,,
2015,10,23,5,NK,6078,N580XX,SEA,SFO,505,459,-6,29,528,105,126,86,612,654,11,650,705,-14,0,0,,,,,,
2015,1,26,1,WN,4677,N506XX,ORD,JFK,1545,1549,4,12,1601,110,109,83,604,1724,14,1735,1738,4,0,0,,,,,,
2015,5,4,1,UA,1135,N538XX,PHX,ATL,1325,1327,2,39,1406,390,411,364,2899,2010,8,1955,2018,8,0,0,,,,,,
2015,11,19,4,F9,2170,N351XX,JFK,PHX,1715,1712,-3,29,1741,310,331,291,2205,2232,11,2225,2243,6,0,0,,,,,,
2015,11,28,6,MQ,5540,N527XX,IAH,SEA,1826,1825,-1,12,1837,276,275,248,1954,2245,15,2302,2300,-9,0,0,,,,,,
2015,3,2,1,NK,3977,N942XX,JFK,LAX,1006,958,-8,33,1031,123,151,113,750,1224,5,1209,1229,-6,0,0,,,,,,
2015,6,21,7,DL,3504,N913XX,LAX,MCO,2124,2118,-6,20,2138,371,374,342,2697,320,12,335,332,-3,0,0,,,,,,
2015,7,24,5,AS,5198,N224XX,SEA,CLT,1108,1058,-10,14,1112,206,215,195,1440,1427,6,1434,1433,-4,0,0,,,,,,
2015,9,11,5,MQ,3025,N684XX,ATL,MIA,1904,1856,-8,39,1935,238,273,221,1701,2316,13,2302,2329,-9,0,0,,,,,,
2015,3,7,6,HA,3398,N590XX,LAX,JFK,2357,16,19,18,34,111,123,86,721,200,19,148,219,9,0,0,,,,,,
2015,2,17,2,MQ,8640,N276XX,PHX,DFW,1909,1904,-5,23,1927,227,244,213,1651,2300,8,2256,2308,-7,0,0,,,,,,
2015,12,9,3,WN,8027,N845XX,DEN,SEA,900,904,4,39,943,178,217,163,1164,1226,15,1158,1241,1,0,0,,,,,,
2015,2,8,7,NK,4497,N799XX,MCO,SEA,1649,1647,-2,25,1712,379,402,366,2828,2318,11,2308,2329,4,0,0,,,,,,
2015,6,23,2,F9,7957,N539XX,PHX,LAS,1105,1122,17,11,1133,286,293,264,2086,1557,18,1551,1615,14,0,0,,,,,,
2015,5,15,5,B6,2993,N280XX,MIA,SFO,1718,1710,-8,25,1735,177,190,153,1237,2008,12,2015,2020,-16,0,0,,,,,,
2015,2,6,5,B6,7060,N474XX,DEN,ORD,656,658,2,16,714,124,121,96,752,850,9,900,859,4,0,0,,,,,,
2015,11,8,7,US,8964,N620XX,DFW,IAH,1726,1737,11,29,1806,104,123,88,622,1934,6,1910,1940,16,0,0,,0.0,0.0,0.0,2.0,14.0
2015,11,26,4,UA,5024,N382XX,DEN,JFK,544,536,-8,21,557,204,230,190,1324,907,19,908,926,-2,0,0,,,,,,
2015,8,12,3,US,8569,N960XX,DEN,IAH,2109,2111,2,22,2133,294,311,270,2151,203,19,203,222,1,0,0,,,,,,
2015,4,16,4,AS,4062,N710XX,MCO,ORD,2141,2143,2,35,2218,110,143,97,562,2355,11,2331,6,-3,0,0,,,,,,
2015,5,21,4,HA,1770,N937XX,ORD,PHX,1925,1919,-6,38,1957,306,331,281,2158,38,12,31,50,-14,0,0,,,,,,
2015,7,8,3,AS,757,N238XX,MCO,DFW,616,619,3,36,655,69,94,52,258,747,6,725,753,1,0,0,,,,,,
2015,4,2,4,MQ,2527,N360XX,DFW,DEN,950,943,-7,13,956,324,323,302,2399,1458,8,1514,1506,-13,0,0,,,,,,
2015,6,8,1,HA,5061,N859XX,CLT,SFO,1121,1112,-9,39,1151,145,188,130,887,1401,19,1346,1420,-18,0,0,,,,,,
2015,12,17,4,F9,8707,N976XX,SFO,LAS,1556,1554,-2,15,1609,269,279,247,1986,2016,17,2025,2033,2,0,0,,,,,,
2015,6,14,7,HA,3521,N420XX,ATL,LAX,1709,1702,-7,22,1724,399,412,383,2966,2347,7,2348,2354,-6,0,0,,,,,,
2015,9,30,3,NK,8535,N740XX,JFK,LAS,754,814,20,13,827,218,212,188,1499,1135,11,1132,1146,24,0,0,,0.0,0.0,14.0,10.0,0.0
2015,11,16,1,US,7395,N417XX,MIA,SEA,1722,1724,2,32,1756,71,94,57,259,1853,5,1833,1858,-6,0,0,,,,,,
2015,8,4,2,NK,3372,N665XX,ORD,SEA,1054,1113,19,20,1133,403,430,390,2942,1803,20,1737,1823,24,0,0,,0.0,0.0,0.0,24.0,0.0
2015,4,16,4,F9,8816,N283XX,LAS,DFW,1229,1231,2,35,1306,86,98,58,427,1404,5,1355,1409,1,0,0,,,,,,
2015,5,30,6,OO,7664,N795XX,SFO,PHX,2229,2222,-7,40,2302,120,139,90,655,32,9,29,41,-16,0,0,,,,,,
2015,10,4,7,EV,8809,N149XX,ORD,JFK,730,725,-5,34,759,372,400,353,2814,1352,13,1342,1405,-9,0,0,,,,,,
2015,11,8,7,VX,8451,N683XX,LAS,SEA,1606,1604,-2,14,1618,245,257,227,1722,2005,16,2011,2021,3,0,0,,,,,,
2015,12,25,5,UA,9602,N909XX,ATL,LAS,1226,1229,3,27,1256,67,95,54,359,1350,14,1333,1404,-2,0,0,,,,,,
2015,3,26,4,HA,4863,N989XX,DFW,MIA,2037,2033,-4,36,2109,188,212,164,1275,2353,12,2345,5,5,0,0,,,,,,
2015,12,16,3,B6,4020,N976XX,MIA,SEA,1123,1121,-2,27,1148,373,388,350,2731,1738,11,1736,1749,-1,0,0,,,,,,
2015,8,4,2,AA,3812,N400XX,ORD,SEA,925,920,-5,30,950,146,171,130,948,1200,11,1151,1211,-7,0,0,,,,,,
2015,7,18,6,DL,968,N442XX,ORD,MCO,1738,1803,25,30,1833,242,277,227,1623,2220,20,2140,2240,25,0,0,,0.0,0.0,0.0,1.0,24.0
2015,7,17,5,HA,3835,N765XX,LAX,DFW,2153,2157,4,32,2229,144,163,126,871,35,5,17,40,7,0,0,,,,,,
2015,7,16,4,WN,5097,N495XX,PHX,DFW,1411,1427,16,21,1448,372,391,358,2773,2046,12,2023,2058,13,0,0,,,,,,
2015,7,26,7,DL,8310,N114XX,ATL,CLT,1107,1109,2,29,1138,289,300,260,2033,1558,11,1556,1609,-1,0,0,,,,,,
2015,2,23,1,AS,7550,N896XX,DFW,SEA,1928,1935,7,33,2008,232,262,212,1664,2340,17,2320,2357,-3,0,0,,,,,,
2015,4,17,5,DL,1022,N406XX,DEN,PHX,1713,1724,11,34,1758,353,386,333,2671,2331,19,2306,2350,15,0,0,,,,,,
2015,1,15,4,AA,2061,N187XX,PHX,MCO,2144,2145,1,30,2215,213,237,196,1456,131,11,117,142,-6,0,0,,,,,,
2015,3,11,3,UA,5068,N662XX,PHX,ATL,2235,2239,4,13,2252,201,198,175,1341,147,10,156,157,1,0,0,,,,,,
2015,4,22,3,OO,7441,N604XX,SFO,MCO,1107,1108,1,30,1138,106,133,87,584,1305,16,1253,1321,-5,0,0,,,,,,
2015,3,25,3,B6,8540,N595XX,PHX,MCO,1030,1031,1,38,1109,295,328,278,2163,1547,12,1525,1559,3,0,0,,,,,,
2015,2,22,7,VX,4803,N479XX,SFO,PHX,1458,1502,4,16,1518,335,344,311,2491,2029,17,2033,2046,4,0,0,,,,,,
2015,4,11,6,VX,493,N184XX,MCO,IAH,933,942,9,39,1021,351,384,336,2537,1557,9,1524,1606,0,0,0,,,,,,
2015,6,27,6,AA,5665,N436XX,JFK,DEN,917,908,-9,16,924,178,174,152,1127,1156,6,1215,1202,-15,0,0,,,,,,
2015,4,20,1,HA,9622,N107XX,LAS,CLT,1809,1822,13,20,1842,293,319,281,2136,2323,18,2302,2341,5,0,0,,,,,,
2015,4,20,1,VX,8481,N338XX,ORD,ATL,538,534,-4,10,544,157,153,138,959,802,5,815,807,0,0,0,,,,,,
2015,5,3,7,F9,804,N408XX,ORD,MIA,1054,1044,-10,39,1123,264,307,252,1836,1535,16,1518,1551,-14,0,0,,,,,,
2015,10,5,1,US,1807,N593XX,PHX,DFW,831,832,1,20,852,400,403,378,2951,1510,5,1511,1515,4,0,0,,,,,,
2015,9,19,6,HA,4046,N896XX,SEA,ORD,2122,2117,-5,40,2157,183,205,154,1250,31,11,25,42,1,0,0,,,,,,
2015,9,6,7,VX,3373,N295XX,SEA,LAS,843,856,13,26,922,338,348,310,2427,1432,12,1421,1444,19,0,0,,0.0,0.0,0.0,17.0,2.0
2015,5,17,7,HA,4176,N786XX,IAH,PHX,1747,1757,10,11,1808,305,306,278,2151,2246,17,2252,2303,20,0,0,,0.0,0.0,0.0,20.0,0.0
2015,8,2,7,NK,7649,N700XX,CLT,PHX,1830,1822,-8,18,1840,284,287,264,1974,2304,5,2314,2309,-4,0,0,,,,,,
2015,2,8,7,EV,5285,N922XX,LAX,JFK,2234,2239,5,30,2309,124,142,96,764,45,16,38,101,-2,0,0,,,,,,
2015,10,4,7,HA,2081,N237XX,SEA,DFW,620,615,-5,25,640,209,233,193,1387,953,15,949,1008,-10,0,0,,,,,,
2015,8,9,7,WN,1372,N219XX,LAS,LAX,1438,1429,-9,11,1440,68,72,42,274,1522,19,1546,1541,-9,0,0,,,,,,
2015,7,28,2,NK,3043,N535XX,PHX,CLT,1019,1024,5,30,1054,279,293,258,1931,1512,5,1458,1517,9,0,0,,,,,,
2015,6,12,5,AA,7686,N961XX,LAS,DEN,601,624,23,26,650,289,298,264,2151,1114,8,1050,1122,31,0,0,,0.0,0.0,0.0,28.0,3.0
2015,4,26,7,NK,9950,N503XX,LAX,DEN,547,549,2,22,611,80,106,69,466,720,15,707,735,12,0,0,,,,,,
2015,4,27,1,F9,8418,N261XX,SFO,MCO,2014,2012,-2,18,2030,126,123,98,727,2208,7,2220,2215,7,0,0,,,,,,
2015,10,10,6,AS,1595,N310XX,ORD,ATL,1815,1809,-6,10,1819,219,210,194,1456,2133,6,2154,2139,4,0,0,,,,,,
2015,8,15,6,NK,9361,N423XX,ATL,SFO,604,609,5,21,630,399,422,385,2896,1255,16,1243,1311,3,1,0,,,,,,
2015,5,15,5,HA,8427,N290XX,DEN,SEA,502,518,16,24,542,359,384,347,2643,1129,13,1101,1142,13,0,0,,,,,,
2015,9,5,6,B6,9662,N658XX,JFK,SFO,2151,2158,7,35,2233,218,249,196,1495,149,18,129,207,5,0,0,,,,,,
2015,10,20,2,NK,2014,N278XX,DEN,ATL,604,602,-2,20,622,306,327,293,2247,1115,14,1110,1129,0,0,0,,,,,,
2015,11,15,7,US,2845,N402XX,LAX,DEN,734,738,4,19,757,131,137,106,800,943,12,945,955,0,0,0,,,,,,
2015,5,27,3,EV,6154,N791XX,MCO,IAH,2132,2137,5,35,2212,126,162,113,764,5,14,2338,19,10,0,0,,,,,,
2015,9,11,5,EV,4843,N749XX,LAS,JFK,1505,1503,-2,14,1517,213,210,191,1409,1828,5,1838,1833,-11,0,0,,,,,,
2015,5,28,4,EV,719,N982XX,SEA,LAX,1853,1906,13,33,1939,340,369,319,2477,58,17,33,115,4,0,0,,,,,,
2015,5,26,2,MQ,5961,N464XX,MIA,JFK,1705,1655,-10,23,1718,220,231,198,1503,2036,10,2045,2046,-7,0,0,,,,,,
2015,1,2,5,HA,7615,N288XX,LAX,ORD,941,944,3,18,1002,161,166,136,1095,1218,12,1222,1230,8,0,0,,,,,,
2015,5,30,6,AA,7670,N631XX,PHX,JFK,1401,0,0,22,0,102,0,0,516,0,19,1123,0,0,0,1,B,,,,,
2015,8,10,1,UA,2266,N136XX,DEN,CLT,2008,2037,29,39,2116,270,286,242,1865,118,5,38,123,25,1,0,,0.0,0.0,0.0,2.0,23.0
2015,6,27,6,WN,5315,N783XX,MCO,SEA,608,611,3,19,630,307,312,288,2290,1118,5,1115,1123,-1,0,0,,,,,,
2015,3,26,4,MQ,2364,N588XX,IAH,MIA,2346,2359,13,34,33,293,316,276,2157,509,6,439,515,19,0,0,,0.0,0.0,0.0,19.0,0.0
2015,2,6,5,UA,8830,N241XX,LAS,CLT,1648,1752,64,25,1817,333,351,313,2418,2330,13,2221,2343,69,0,0,,0.0,0.0,0.0,34.0,35.0
2015,11,7,6,AA,8282,N541XX,MCO,DEN,535,556,21,23,619,206,218,183,1422,922,12,901,934,16,0,0,,0.0,0.0,0.0,0.0,16.0
2015,11,27,5,NK,496,N129XX,LAX,DEN,1142,1145,3,15,1200,133,155,120,760,1400,20,1355,1420,-3,0,0,,,,,,
2015,8,15,6,NK,8867,N162XX,LAS,DFW,937,1018,41,12,1030,232,244,218,1544,1408,14,1329,1422,36,0,0,,0.0,0.0,0.0,36.0,0.0
2015,7,5,7,UA,8760,N112XX,IAH,ATL,1456,1612,76,18,1630,116,128,101,623,1811,9,1652,1820,81,0,0,,0.0,0.0,10.0,26.0,45.0
2015,11,27,5,AA,7544,N622XX,IAH,ORD,1423,0,0,29,0,145,0,0,916,0,10,1721,0,0,0,1,B,,,,,
2015,7,9,4,F9,2240,N189XX,DFW,MCO,952,953,1,37,1030,224,253,201,1561,1351,15,1336,1406,8,0,0,,,,,,
2015,1,20,2,EV,1216,N709XX,MCO,LAX,1844,1842,-2,17,1859,222,240,205,1494,2224,18,2226,2242,2,0,0,,,,,,
2015,8,16,7,NK,5881,N958XX,JFK,DFW,900,938,38,38,1016,404,432,378,2952,1634,16,1544,1650,30,0,0,,0.0,0.0,0.0,30.0,0.0
2015,2,26,4,UA,8371,N749XX,MIA,SEA,1155,1147,-8,36,1223,152,189,133,912,1436,20,1427,1456,-13,0,0,,,,,,
2015,6,22,1,F9,7519,N422XX,LAX,MCO,2037,2037,0,31,2108,331,367,321,2386,229,15,208,244,-7,0,0,,,,,,
2015,4,10,5,UA,8450,N702XX,DEN,IAH,2137,2201,24,30,2231,165,199,149,1102,100,20,22,120,32,0,0,,0.0,0.0,0.0,32.0,0.0
2015,10,28,3,NK,5470,N697XX,LAS,MIA,1604,1557,-7,20,1617,208,218,183,1467,1920,15,1932,1935,-1,0,0,,,,,,
2015,3,26,4,UA,7633,N187XX,SEA,ORD,1935,1951,16,17,2008,172,186,157,1158,2245,12,2227,2257,8,0,0,,,,,,
2015,9,15,2,F9,9134,N249XX,LAS,ATL,1706,1704,-2,31,1735,281,299,261,2048,2156,7,2147,2203,4,0,0,,,,,,
2015,12,23,3,MQ,9647,N794XX,ATL,LAS,1922,1944,22,10,1954,180,175,160,1194,2234,5,2222,2239,21,0,0,,0.0,0.0,0.0,21.0,0.0
2015,11,4,3,VX,6004,N319XX,LAX,PHX,900,900,0,28,928,97,122,79,517,1047,15,1037,1102,3,0,0,,,,,,
2015,10,24,6,OO,6976,N209XX,DEN,MIA,521,525,4,36,601,198,225,183,1354,904,6,839,910,-5,0,0,,,,,,
2015,1,15,4,AA,3973,N400XX,DEN,MCO,931,929,-2,17,946,361,374,349,2695,1535,8,1532,1543,-10,0,0,,,,,,
2015,2,10,2,MQ,8469,N703XX,ATL,DFW,800,753,-7,37,830,147,165,122,938,1032,6,1027,1038,-1,0,0,,,,,,
2015,1,19,1,NK,8382,N239XX,LAX,CLT,935,938,3,13,951,177,193,164,1260,1235,16,1232,1251,13,0,0,,,,,,
2015,4,27,1,WN,7710,N160XX,DFW,DEN,948,942,-6,36,1018,356,377,330,2570,1548,11,1544,1559,-4,0,0,,,,,,
2015,5,21,4,OO,2999,N895XX,CLT,IAH,1031,1035,4,31,1106,299,324,282,2222,1548,11,1530,1559,-2,0,0,,,,,,
2015,5,19,2,VX,7481,N834XX,CLT,LAX,1811,1817,6,33,1850,184,218,168,1266,2138,17,2115,2155,3,0,0,,,,,,
2015,2,14,6,DL,326,N461XX,DFW,SFO,900,900,0,30,930,187,205,168,1313,1218,7,1207,1225,1,0,0,,,,,,
2015,7,26,7,WN,1316,N375XX,SEA,ORD,1321,1325,4,19,1344,342,350,315,2460,1859,16,1903,1915,-4,0,0,,,,,,
2015,1,5,1,WN,8790,N429XX,IAH,PHX,1935,1937,2,33,2010,226,258,211,1568,2341,14,2321,2355,-1,0,0,,,,,,
2015,5,12,2,VX,8650,N123XX,LAX,LAS,1539,1529,-10,22,1551,189,200,162,1338,1833,16,1848,1849,-16,0,0,,,,,,
2015,4,9,4,B6,8557,N828XX,LAX,JFK,600,604,4,30,634,201,223,180,1397,934,13,921,947,-4,0,0,,,,,,
2015,2,15,7,UA,7763,N146XX,CLT,MCO,2339,2329,-10,14,2343,382,389,357,2854,540,18,601,558,-19,0,0,,,,,,
2015,6,22,1,AA,8513,N828XX,ATL,IAH,2343,2347,4,22,9,364,372,338,2655,547,12,547,559,11,0,0,,,,,,
2015,10,2,5,EV,4066,N389XX,IAH,JFK,1418,1417,-1,35,1452,232,252,205,1563,1817,12,1810,1829,-1,0,0,,,,,,
2015,1,13,2,UA,6195,N180XX,JFK,SFO,1504,1503,-1,17,1520,355,362,338,2667,2058,7,2059,2105,-11,0,0,,,,,,
2015,9,30,3,UA,1500,N444XX,IAH,SEA,2333,2330,-3,14,2344,166,159,136,1067,200,9,219,209,3,0,0,,,,,,
2015,11,8,7,B6,8507,N424XX,ORD,PHX,1646,1640,-6,31,1711,107,124,84,620,1835,9,1833,1844,-14,0,0,,,,,,
2015,6,23,2,AA,743,N184XX,LAS,ORD,1100,1156,56,32,1228,320,348,299,2394,1727,17,1620,1744,53,0,0,,0.0,0.0,0.0,53.0,0.0
2015,7,12,7,US,458,N558XX,PHX,SEA,1337,1334,-3,22,1356,172,193,158,1126,1634,13,1629,1647,-9,0,0,,,,,,
2015,3,31,2,HA,4812,N315XX,IAH,ORD,1055,1058,3,37,1135,317,346,293,2288,1628,16,1612,1644,6,0,0,,,,,,
2015,10,11,7,WN,9451,N291XX,IAH,CLT,1611,1601,-10,33,1634,384,402,358,2787,2232,11,2235,2243,-20,0,0,,,,,,
2015,2,5,4,US,3611,N169XX,IAH,MIA,2144,2147,3,18,2205,354,368,336,2616,341,14,338,355,4,0,0,,,,,,
2015,3,12,4,UA,243,N595XX,JFK,SFO,1410,1409,-1,15,1424,151,161,133,986,1637,13,1641,1650,7,0,0,,,,,,
2015,10,20,2,NK,3389,N899XX,DFW,SFO,2015,2007,-8,35,2042,400,425,381,2894,303,9,255,312,-7,0,0,,,,,,
2015,11,14,6,MQ,8669,N405XX,MIA,CLT,1419,1412,-7,18,1430,339,344,319,2436,1949,7,1958,1956,-8,0,0,,,,,,
2015,2,3,2,OO,924,N486XX,MIA,LAS,2336,2331,-5,18,2349,200,209,184,1404,253,7,256,300,1,0,0,,,,,,
2015,4,12,7,F9,9629,N822XX,SEA,JFK,1826,1822,-4,20,1842,170,185,149,1156,2111,16,2116,2127,3,0,0,,,,,,
2015,5,4,1,AS,3716,N405XX,LAS,ATL,1823,1825,2,31,1856,277,300,251,1972,2307,18,2300,2325,6,0,0,,,,,,
2015,8,25,2,F9,4650,N499XX,MIA,CLT,1247,1301,14,35,1336,347,378,327,2488,1903,16,1834,1919,16,0,0,,0.0,0.0,0.0,1.0,15.0
2015,7,24,5,OO,1686,N747XX,SFO,IAH,927,940,13,26,1006,134,152,110,855,1156,16,1141,1212,22,0,0,,0.0,0.0,0.0,22.0,0.0
2015,1,2,5,WN,7865,N513XX,LAX,MCO,957,949,-8,14,1003,110,110,88,560,1131,8,1147,1139,-2,0,0,,,,,,
2015,7,3,5,UA,974,N561XX,SFO,JFK,2348,2348,0,11,2359,293,297,277,2097,436,9,441,445,-10,0,0,,,,,,
2015,9,28,1,VX,1742,N179XX,ATL,CLT,2356,1,5,32,33,172,204,161,1166,314,11,248,325,1,0,0,,,,,,
2015,8,20,4,AA,4230,N698XX,JFK,MIA,951,946,-5,17,1003,374,388,354,2797,1557,17,1605,1614,-8,0,0,,,,,,
2015,2,21,6,AS,2854,N258XX,CLT,SEA,2044,2034,-10,14,2048,376,378,350,2757,238,14,300,252,-14,0,0,,,,,,
2015,5,22,5,VX,5031,N189XX,MCO,JFK,555,558,3,37,635,245,280,229,1726,1024,14,1000,1038,13,0,0,,,,,,
2015,11,20,5,AS,2851,N867XX,LAX,SFO,1156,1146,-10,33,1219,79,105,63,323,1322,9,1315,1331,0,1,0,,,,,,
2015,10,24,6,MQ,9839,N366XX,ORD,MIA,522,512,-10,35,547,288,327,278,2012,1025,14,1010,1039,-3,0,0,,,,,,
2015,5,18,1,B6,7673,N831XX,JFK,DFW,548,545,-3,26,611,187,197,165,1290,856,6,855,902,6,0,0,,,,,,
2015,3,5,4,AS,2101,N276XX,MIA,SFO,1946,1937,-9,35,2012,104,142,87,586,2139,20,2130,2159,-5,0,0,,,,,,
2015,8,30,7,B6,8305,N709XX,SEA,IAH,804,758,-6,23,821,203,209,177,1412,1118,9,1127,1127,3,0,0,,,,,,
2015,5,28,4,AA,3068,N965XX,ORD,LAX,1650,1645,-5,22,1707,174,201,160,1235,1947,19,1944,2006,-1,0,0,,,,,,
2015,7,26,7,UA,1652,N267XX,SEA,LAS,2021,2037,16,16,2053,194,196,168,1261,2341,12,2335,2353,11,0,0,,,,,,
2015,5,13,3,B6,1389,N231XX,LAS,ATL,851,842,-9,26,908,220,233,201,1513,1229,6,1231,1235,-2,0,0,,,,,,
2015,9,14,1,DL,7289,N747XX,ATL,SFO,2046,2115,29,27,2142,258,279,234,1845,136,18,104,154,31,0,0,,0.0,0.0,0.0,31.0,0.0
2015,1,7,3,HA,6199,N539XX,MIA,DEN,2247,2243,-4,37,2320,229,264,213,1580,253,14,236,307,-9,0,0,,,,,,
2015,5,20,3,VX,4551,N736XX,DFW,LAX,536,534,-2,28,602,78,108,66,441,708,14,654,722,2,0,0,,,,,,
2015,4,9,4,DL,6463,N646XX,DEN,ORD,849,839,-10,33,912,294,328,278,2121,1350,17,1343,1407,-17,0,0,,,,,,
2015,10,17,6,AA,3235,N103XX,ATL,JFK,1532,1608,36,27,1635,373,391,357,2782,2232,7,2145,2239,43,0,0,,0.0,0.0,0.0,43.0,0.0
2015,1,31,6,B6,4985,N530XX,SFO,IAH,1706,0,0,34,0,364,0,0,2639,0,11,2136,0,0,0,1,B,,,,,
2015,9,18,5,VX,5161,N296XX,JFK,SEA,815,827,12,38,905,46,71,23,210,928,10,901,938,8,0,0,,,,,,
2015,3,12,4,UA,8093,N332XX,ORD,MIA,859,904,5,19,923,161,170,146,1119,1149,5,1140,1154,14,0,0,,,,,,
2015,4,11,6,F9,1009,N703XX,ATL,DFW,1530,1522,-8,38,1600,81,127,69,362,1709,20,1651,1729,-14,0,0,,,,,,
2015,8,4,2,DL,1886,N481XX,ATL,SEA,521,515,-6,32,547,266,306,254,1866,1001,20,947,1021,-12,0,0,,,,,,
2015,11,22,7,VX,6614,N562XX,DFW,ATL,1543,1539,-4,22,1601,229,238,211,1530,1932,5,1932,1937,-14,0,0,,,,,,
2015,11,24,2,VX,2753,N226XX,MCO,LAX,1236,1226,-10,23,1249,98,125,86,549,1415,16,1414,1431,-5,0,0,,,,,,
2015,7,11,6,US,9135,N856XX,DFW,IAH,714,711,-3,33,744,156,192,144,1051,1008,15,950,1023,-10,0,0,,,,,,
2015,1,8,4,UA,4554,N373XX,DEN,ATL,1335,1334,-1,33,1407,393,407,364,2976,2011,10,2008,2021,7,0,0,,,,,,
2015,8,30,7,OO,498,N483XX,PHX,JFK,1520,1511,-9,29,1540,101,121,83,582,1703,9,1701,1712,-4,0,0,,,,,,
2015,12,14,1,OO,3854,N348XX,PHX,MIA,526,532,6,10,542,114,112,96,692,718,6,720,724,3,0,0,,,,,,
2015,12,18,5,EV,4660,N621XX,ATL,LAX,1704,1705,1,15,1720,78,85,65,408,1825,5,1822,1830,4,0,0,,,,,,
2015,8,18,2,US,2162,N268XX,DEN,IAH,829,828,-1,14,842,157,169,138,1043,1100,17,1106,1117,2,0,0,,,,,,
2015,10,17,6,F9,4351,N247XX,SEA,LAX,1318,1318,0,35,1353,379,414,368,2715,2001,11,1937,2012,-4,0,0,,,,,,
2015,2,9,1,AS,3583,N328XX,IAH,DEN,1815,1815,0,22,1837,304,313,275,2185,2312,16,2319,2328,8,0,0,,,,,,
2015,12,19,6,MQ,6410,N684XX,IAH,DFW,1650,1653,3,14,1707,102,99,80,578,1827,5,1832,1832,0,0,0,,,,,,
2015,9,13,7,VX,9518,N387XX,IAH,PHX,1938,1934,-4,39,2013,117,154,104,745,2157,11,2135,2208,3,0,0,,,,,,
2015,1,12,1,F9,4689,N265XX,SFO,MCO,1844,1842,-2,22,1904,177,190,156,1116,2140,12,2141,2152,6,0,0,,,,,,
2015,10,2,5,MQ,4061,N452XX,LAX,ORD,2235,2233,-2,37,2310,188,225,178,1277,208,10,143,218,-3,0,0,,,,,,
2015,8,25,2,B6,360,N877XX,DFW,LAX,1743,1812,29,22,1834,251,268,234,1805,2228,12,2154,2240,20,0,0,,0.0,0.0,15.0,5.0,0.0
2015,4,8,3,MQ,3836,N796XX,LAS,CLT,2053,2043,-10,13,2056,318,319,301,2365,157,5,211,202,-10,0,0,,,,,,
2015,2,28,6,MQ,5849,N471XX,LAS,SEA,2317,2322,5,20,2342,212,236,202,1457,304,14,249,318,6,0,0,,,,,,
2015,11,7,6,NK,8413,N727XX,JFK,LAS,1722,1724,2,23,1747,77,99,56,438,1843,20,1839,1903,5,0,0,,,,,,
2015,7,25,6,OO,5381,N359XX,ATL,DEN,514,510,-4,16,526,325,337,304,2326,1030,17,1039,1047,5,0,0,,,,,,
2015,2,17,2,AS,5385,N517XX,MCO,LAX,1553,1548,-5,28,1616,401,415,374,2998,2230,13,2234,2243,-7,0,0,,,,,,
2015,2,10,2,F9,6564,N544XX,ORD,MIA,1848,1846,-2,27,1913,118,137,94,713,2047,16,2046,2103,0,0,0,,,,,,
2015,5,30,6,MQ,9076,N215XX,PHX,MIA,1607,1606,-1,15,1621,323,340,307,2361,2128,18,2130,2146,-5,0,0,,,,,,
2015,5,29,5,AA,4301,N978XX,MCO,DFW,1724,1725,1,13,1738,414,421,396,2994,14,12,18,26,-9,0,0,,,,,,
2015,7,28,2,DL,6679,N755XX,CLT,SEA,609,600,-9,17,617,298,299,275,2161,1052,7,1107,1059,0,0,0,,,,,,
